student,semester,course,period
32154,Fall,Math 300,M4
32154,Spring,Philos 310,M3
35132,Winter,Chem 100,M3
35132,Fall,English 111,T4
35132,Spring,Math 243,T1
35132,Spring,Physics 110,T3
35132,Winter,Spanish 132,T1
35132,Fall,BehSci 110,T3
35132,Spring,CompSci 110,M4
35132,Winter,History 100,T3
35132,Fall,Math 152,M3
35132,Fall,Spanish 131,M4
35133,Fall,CompSci 110,M3
35133,Fall,English 111,T2
35133,Winter,Math 142,T1
35133,Winter,Physics 110,M3
35133,Spring,Russian 132,M3
35133,Winter,BehSci 110,T4
35133,Spring,Chem 100,T3
35133,Winter,History 100,M2
35133,Fall,Math 141,M1
35133,Fall,Russian 131,M2
34069,Spring,English 211,T4
34069,Fall,BehSci 231,M2
34069,Spring,Econ 201,T1
34069,Winter,Law 220,M3
34069,Fall,MSS 251,M3
34069,Winter,Russian 222,M2
34069,Spring,BehSci 335,M3
34069,Winter,BehSci 358,M4
34069,Spring,BehSci 377,T3
34069,Winter,Chem 200,T3
34069,Fall,PolSci 211,T3
34069,Fall,Russian 221,T2
35701,Winter,BehSci 110,T3
35701,Winter,Chem 200,M1
35701,Fall,CompSci 110,M3
35701,Spring,Math 243,M2
35701,Winter,Physics 215,T1
35701,Spring,Russian 132,T3
35701,Fall,Chem 100,T1
35701,Winter,History 100,M3
35701,Fall,Math 152,T3
35701,Fall,Russian 131,M2
35135,Spring,Arabic 132,M3
35135,Spring,CompSci 110,M2
35135,Fall,Law 220,M2
35135,Winter,MSS 251,T1
35135,Spring,Physics 110,T1
35135,Fall,Arabic 131,T3
35135,Fall,BehSci 110,M3
35135,Winter,Chem 100,M1
35135,Spring,History 100,M1
35135,Fall,Math 152,T2
35135,Fall,PhyEd 714F,M4
35135,Winter,PhyEd 714W,M4
35135,Winter,PhyEd 713W,M3
35135,Fall,PhyEd 718F,T4
35135,Winter,PhyEd 718W,T4
35135,Winter,PhyEd 717W,T3
35135,Spring,PhyEd 718S,T4
32120,Winter,AstroEngr 310,T1
32120,Fall,Mgt 337,T2
32120,Winter,Mgt 342,T2
32120,Winter,Mgt 375,T3
32120,Fall,Philos 310,M1
32120,Fall,AeroEngr 315,T1
32120,Spring,ECE 315,T2
32120,Spring,Mgt 303,M3
32120,Winter,Mgt 341,M3
32120,Fall,Mgt 345,M2
32120,Spring,OpsRsch 310,M2
32120,Fall,PhyEd 714F,M4
32120,Fall,PhyEd 713F,M3
32120,Winter,PhyEd 714W,M4
32120,Spring,PhyEd 714S,M4
32120,Fall,PhyEd 718F,T4
32120,Fall,PhyEd 717F,T3
32120,Winter,PhyEd 718W,T4
34082,Winter,English 211,M3
34082,Winter,Chinese 222,T2
34082,Fall,Econ 201,T3
34082,Spring,MSS 251,T3
34082,Winter,SocSci 212,T3
34082,Winter,Spanish 132,M4
34082,Spring,Chem 200,M3
34082,Fall,Chinese 221,M2
34082,Spring,EngrMech 220,M1
34082,Fall,History 300,T2
34082,Spring,Law 220,M2
34082,Winter,PolSci 211,M2
34082,Fall,Spanish 131,M4
34083,Spring,English 211,M2
34083,Winter,ECE 315,M3
34083,Spring,EngrMech 330,T2
34083,Fall,Math 356,M4
34083,Spring,MSS 251,T3
34083,Fall,Chem 200,M1
34083,Winter,EngrMech 220,M2
34083,Winter,EngrMech 305,M4
34083,Fall,Law 220,T2
34083,Fall,Math 245,M3
34083,Winter,Physics 215,T1
34083,Spring,PolSci 211,M1
34083,Fall,ArmnShp 461F,T3
34083,Winter,ArmnShp 461W,T3
34083,Spring,ArmnShp 461S,M3
32854,Fall,AstroEngr 310,M1
32854,Fall,Biology 215,T3
32854,Spring,Geo 340,M3
32854,Spring,Geo 353,T2
32854,Spring,Geo 482,M1
32854,Winter,AeroEngr 315,T4
32854,Fall,Geo 351,T2
32854,Winter,Geo 382,T3
32854,Winter,Math 300,M1
32854,Winter,Philos 310,M2
32854,Winter,PhyEd 714W,M4
32854,Winter,PhyEd 713W,M3
32854,Spring,PhyEd 714S,M4
32854,Fall,PhyEd 715F,T1
32854,Winter,PhyEd 715W,T1
32854,Winter,PhyEd 716W,T2
32854,Spring,PhyEd 715S,T1
32855,Fall,AstroEngr 310,T1
32855,Spring,Biology 215,T1
32855,Spring,Mgt 337,M3
32855,Spring,Mgt 342,M2
32855,Winter,Mgt 375,M2
32855,Winter,Philos 310,T2
32855,Fall,UAS 400,M2
32855,Spring,AeroEngr 315,M1
32855,Winter,Mgt 303,T1
32855,Winter,Mgt 341,M1
32855,Fall,Mgt 345,T2
32855,Fall,Mgt 382,M1
32855,Fall,PhyEd 714F,M4
32855,Fall,PhyEd 713F,M3
32855,Winter,PhyEd 714W,M4
32855,Fall,PhyEd 718F,T4
32855,Fall,PhyEd 717F,T3
32855,Winter,PhyEd 718W,T4
32855,Spring,PhyEd 718S,T4
31964,Winter,AeroEngr 315,M2
31964,Fall,ECE 315,T2
31964,Spring,Econ 356,T2
31964,Spring,Econ 365,T3
31964,Winter,Econ 475,T3
31964,Fall,Biology 215,M3
31964,Fall,Econ 333,M1
31964,Winter,Econ 355,T2
31964,Spring,Math 356,M2
31964,Winter,Mgt 341,T1
35323,Spring,BehSci 110,T4
35323,Fall,CompSci 110,T4
35323,Spring,English 241,M2
35323,Winter,German 222,T2
35323,Winter,Math 142,T1
35323,Winter,Chem 100,M3
35323,Spring,English 111,M4
35323,Fall,German 221,M4
35323,Fall,History 100,M3
35323,Fall,Math 141,T2
35136,Winter,Arabic 132,M3
35136,Fall,CompSci 110,M4
35136,Spring,English 111,M4
35136,Winter,Math 142,M4
35136,Winter,Physics 110,T3
35136,Spring,ReadStrat 103,M3
35136,Fall,Arabic 131,M2
35136,Spring,BehSci 110,T4
35136,Spring,Chem 200,M1
35136,Fall,History 100,M3
35136,Fall,Math 141,T3
35137,Spring,BehSci 110,T1
35137,Winter,Chem 100,M3
35137,Spring,CompSci 110,M3
35137,Winter,Physics 215,T1
35137,Spring,ReadStrat 103,M4
35137,Spring,Spanish 322,M2
35137,Winter,English 111,T3
35137,Fall,History 100,M2
35137,Fall,Math 152,M1
35137,Fall,Physics 110,T3
35137,Fall,Spanish 321FR,T2
35702,Fall,BehSci 110,T2
35702,Fall,CompSci 110,T1
35702,Winter,Math 142,T3
35702,Winter,Physics 110,T1
35702,Winter,Spanish 132,M3
35702,Spring,Chem 100,T1
35702,Spring,English 111,M1
35702,Spring,History 100,M3
35702,Fall,Math 141,M2
35702,Fall,Spanish 131,M1
35702,Fall,PhyEd 714F,M4
35702,Fall,PhyEd 713F,M3
35702,Winter,PhyEd 714W,M4
35702,Fall,PhyEd 718F,T4
35702,Fall,PhyEd 717F,T3
35702,Winter,PhyEd 718W,T4
35702,Spring,PhyEd 718S,T4
35703,Fall,CompSci 110,M3
35703,Winter,English 111,M3
35703,Winter,History 100,M1
35703,Winter,Math 142,T2
35703,Spring,Portuguese 132,T3
35703,Winter,BehSci 110,T3
35703,Spring,Chem 100,M1
35703,Fall,LearnStrat 101,T2
35703,Fall,Math 141,T1
35703,Fall,Portuguese 131,T3
35704,Winter,Chem 100,T1
35704,Spring,Econ 201,T1
35704,Spring,English 111,M3
35704,Winter,French 132,M2
35704,Winter,Math 142,M1
35704,Spring,ReadStrat 103,M2
35704,Fall,BehSci 110,T1
35704,Fall,CompSci 110,T2
35704,Fall,French 131,M2
35704,Spring,History 100,M1
35704,Fall,Math 141,M3
35704,Winter,PhyEd 713W,M3
35704,Spring,PhyEd 714S,M4
35704,Fall,PhyEd 718F,T4
35704,Winter,PhyEd 718W,T4
35704,Winter,PhyEd 717W,T3
35704,Spring,PhyEd 718S,T4
32280,Fall,AeroEngr 315,T3
32280,Spring,Math 300,T4
32280,Spring,Mgt 337,M3
32280,Winter,Mgt 342,M3
32280,Spring,Mgt 375,M4
32280,Winter,AstroEngr 310,T1
32280,Fall,Mgt 303,M1
32280,Fall,Mgt 341,M4
32280,Fall,Mgt 345,T1
32280,Winter,Mgt 382,T2
32443,Fall,ECE 315,T4
32443,Winter,ForArStu 430,T3
32443,Spring,MSS 381,M3
32443,,MSS 490,
32443,Spring,MSS 491,T3
32443,Fall,UAS 400,M3
32443,Winter,AeroEngr 315,T4
32443,Fall,MSS 302,M1
32443,,MSS 362,
32443,Winter,MSS 372,T2
32443,Spring,MSS 480,T2
32281,Spring,AeroEngr 315,T1
32281,Spring,Geo 340,M4
32281,Spring,Geo 353,T2
32281,Spring,Geo 482,M1
32281,Winter,Math 300,M2
32281,Fall,Biology 215,M1
32281,Winter,ECE 315,M4
32281,Fall,Geo 351,T2
32281,Winter,Geo 382,T2
32281,Winter,Meteor 352,T3
32281,Fall,MSS 493,T3
32282,Winter,AeroEngr 342,T1
32282,Spring,AeroEngr 352,T4
32282,Spring,AeroEngr 361,M2
32282,Spring,EngrMech 330,M3
32282,Fall,History 300,T2
32282,Spring,Math 356,T1
32282,Fall,AeroEngr 341,M2
32282,Winter,AeroEngr 351,M1
32282,Fall,Econ 201,T3
32282,Winter,EngrMech 320,M3
32282,Fall,Math 346,T1
32282,Winter,Philos 310,T3
34084,Winter,English 211,M3
34084,Fall,Biology 330,M3
34084,Fall,Chem 230,M2
34084,Spring,Econ 201,T1
34084,Winter,MSS 201,T1
34084,Spring,Physics 110,M3
34084,Winter,Biology 215,T3
34084,Spring,Chem 200,T3
34084,Winter,Chinese 221,M2
34084,Fall,MSS 251,T3
34084,Spring,PolSci 211,M2
32444,Winter,AstroEngr 310,M2
32444,Fall,Biology 215,M1
32444,Spring,History 300,T4
32444,Spring,MSS 490,T2
32444,Spring,MSS 491,T3
32444,Winter,Philos 311,M3
32444,Spring,AeroEngr 315,M4
32444,Fall,Geo 310,T1
32444,Winter,Math 300,T4
32444,Winter,MSS 381,T3
32444,Fall,MSS 493,T3
35324,Winter,Chem 100,M3
35324,Winter,Econ 201,T3
35324,Spring,Physics 110,M3
35324,Fall,PolSci 211,M2
35324,Winter,Spanish 132,T2
35324,Spring,CompSci 110,T1
35324,Spring,English 111,T4
35324,Fall,History 100,M3
35324,Fall,Math 152,T3
35324,Spring,ReadStrat 103,M2
35324,Fall,Spanish 131,M4
35325,Winter,Chem 100,M3
35325,Fall,English 111,M2
35325,Winter,Math 142,T1
35325,Spring,Physics 110,M3
35325,Spring,Russian 132,T2
35325,Winter,BehSci 110,T3
35325,Fall,CompSci 110,T4
35325,Winter,History 100,T2
35325,Fall,Math 141,M1
35325,Fall,Russian 131,M3
35138,Spring,Chem 100,M1
35138,Winter,Chinese 322,M3
35138,Spring,English 111,M3
35138,Winter,Math 142,M2
35138,Winter,Physics 110,T1
35138,Fall,BehSci 110,M3
35138,Fall,Chinese 321,T3
35138,Winter,CompSci 110,M1
35138,Spring,History 100,T2
35138,Fall,Math 141,M2
35138,Fall,PhyEd 714F,M4
35138,Winter,PhyEd 714W,M4
35138,Spring,PhyEd 714S,M4
35138,Fall,PhyEd 718F,T4
35138,Winter,PhyEd 718W,T4
35138,Winter,PhyEd 717W,T3
35138,Spring,PhyEd 718S,T4
31965,Spring,Econ 356,T2
31965,Spring,Econ 365,T3
31965,Winter,Econ 440,M2
31965,Fall,MSS 451,M3
31965,Spring,Philos 310,M3
31965,Winter,PolSci 444,M3
31965,Fall,ECE 315,T3
31965,Fall,Econ 333,T1
31965,Winter,Econ 355,T2
31965,Spring,History 300,T1
31965,Fall,Math 356,M1
31965,Fall,PhyEd 714F,M4
31965,Winter,PhyEd 714W,M4
31965,,PhyEd 713W,
31965,Spring,PhyEd 714S,M4
31965,Winter,PhyEd 718W,T4
31965,Winter,PhyEd 717W,T3
31965,Spring,PhyEd 718S,T4
35326,Fall,BehSci 110,T1
35326,Fall,English 111,M4
35326,Spring,EngrMech 220,M4
35326,Spring,Law 220,M3
35326,Winter,Math 245,M3
35326,Spring,Chem 200,T3
35326,Winter,Chinese 131,T2
35326,Winter,CompSci 110,M2
35326,Winter,History 100,M1
35326,Fall,Math 253,M3
35326,Spring,ReadStrat 103,M2
34354,Spring,Chem 200,M1
34354,Fall,ECE 311,T3
34354,Winter,Math 243,T2
34354,Winter,MSS 251,M1
34354,Fall,PolSci 211,T2
34354,Fall,CivEngr 215,M2
34354,Spring,ECE 315,T2
34354,Fall,English 211,M3
34354,Spring,EngrMech 220,T3
34354,Winter,Law 220,T1
34354,Winter,PhyEd 713W,M3
34354,Spring,PhyEd 714S,M4
34354,Fall,PhyEd 718F,T4
34354,Winter,PhyEd 718W,T4
34354,Winter,PhyEd 717W,T3
34354,Spring,PhyEd 718S,T4
32858,Spring,Biology 215,T1
32858,Fall,ECE 315,T1
32858,Fall,Mgt 337,T2
32858,Winter,Mgt 342,M1
32858,Winter,Mgt 375,T3
32858,Spring,EngrMech 220,T3
32858,Spring,Mgt 303,M3
32858,Winter,Mgt 341,M3
32858,Fall,Mgt 345,M1
32858,Fall,Mgt 382,M2
32858,Fall,PhyEd 714F,M4
32858,Fall,PhyEd 713F,M3
32858,Winter,PhyEd 714W,M4
32858,Spring,PhyEd 714S,M4
32858,Fall,PhyEd 718F,T4
32858,Fall,PhyEd 717F,T3
32858,Winter,PhyEd 718W,T4
35139,Winter,BehSci 110,M3
35139,Fall,CompSci 110,M1
35139,Winter,Econ 201,M1
35139,Winter,Math 243,M4
35139,Spring,Spanish 132,M3
35139,Spring,Chem 200,T1
35139,Fall,English 111,T1
35139,Winter,History 100,T1
35139,Fall,Math 152,T2
35139,Fall,Physics 110,T3
34355,Fall,BehSci 360,T3
34355,Fall,Math 300,T4
34355,Winter,MSS 251,M1
34355,Spring,OpsRsch 310,M2
34355,Fall,PolSci 211,T2
34355,Spring,Chem 200,T3
34355,Fall,Econ 201,M1
34355,Spring,English 211,M1
34355,Winter,EngrMech 220,T3
34355,Winter,Law 220,T4
34355,Fall,PhyEd 714F,M4
34355,Winter,PhyEd 714W,M4
34355,Winter,PhyEd 713W,M3
34355,Spring,PhyEd 714S,M4
34355,Winter,PhyEd 715W,T1
34355,Winter,PhyEd 716W,T2
34355,Spring,PhyEd 715S,T1
34085,Winter,English 211,M2
34085,Spring,AeroEngr 315,T1
34085,Fall,Math 300,M2
34085,Spring,OpsRsch 310,M2
34085,Spring,Philos 310,M1
34085,Winter,Physics 215,T1
34085,Spring,EngrMech 220,T2
34085,Fall,History 300,M3
34085,Fall,Law 220,M1
34085,Winter,Math 243,M3
34085,Fall,Physics 110,T1
34085,Winter,PolSci 211,T3
34085,Winter,PhyEd 714W,M4
34085,Spring,PhyEd 714S,M4
34085,Spring,PhyEd 713S,M3
34085,Fall,PhyEd 718F,T4
34085,Winter,PhyEd 718W,T4
34085,Spring,PhyEd 718S,T4
34085,Spring,PhyEd 717S,T3
32859,Spring,Biology 320,M3
32859,Winter,Biology 363,M3
32859,Spring,Biology 380,T3
32859,Fall,OpsRsch 310,T3
32859,Spring,Philos 310,T4
32859,Winter,AeroEngr 315,T2
32859,Fall,Biology 330,M3
32859,,Biology 360,
32859,Fall,History 300,T4
32859,Winter,Math 356,T3
32859,Fall,ArmnShp 496F,M1
32859,Winter,ArmnShp 496W,M1
32859,Spring,ArmnShp 496S,M1
35140,Spring,CompSci 110,M1
35140,Spring,English 111,T3
35140,Winter,French 132,M2
35140,Spring,History 100,M2
35140,Winter,Math 142,M1
35140,Fall,BehSci 110,M2
35140,Winter,Chem 100,T1
35140,Fall,French 131,M3
35140,Fall,LearnStrat 101,T2
35140,Fall,Math 141,T3
35140,Fall,PhyEd 714F,M4
35140,Winter,PhyEd 714W,M4
35140,Winter,PhyEd 713W,M3
35140,Spring,PhyEd 714S,M4
35140,Winter,PhyEd 718W,T4
35140,Winter,PhyEd 717W,T3
35140,Spring,PhyEd 718S,T4
34086,Spring,AeroEngr 241,T3
34086,Winter,AstroEngr 310,M2
34086,Winter,EngrMech 330,T4
34086,Spring,History 300,M3
34086,Spring,Math 356,M1
34086,Spring,PolSci 211,M4
34086,Fall,AeroEngr 210,M2
34086,Winter,CompSci 206,M3
34086,Fall,ECE 315,M1
34086,Winter,English 211,M4
34086,Fall,Law 220,T2
34086,Fall,Math 245,M3
32284,Spring,AeroEngr 315,T2
32284,Winter,English 380,M2
32284,Winter,Geo 310,T1
32284,Winter,German 322,T2
32284,Fall,AstroEngr 310,M3
32284,Spring,Biology 215,T3
32284,Fall,German 321,T3
32284,Spring,Philos 310,T1
32284,Fall,PolSci 300,M2
32445,Winter,AstroEngr 310,T3
32445,Winter,Biology 215,M1
32445,Spring,Econ 356,T2
32445,Spring,Econ 365,T3
32445,Fall,Mgt 337,T2
32445,Fall,AeroEngr 315,M2
32445,Fall,Econ 333,T1
32445,Winter,Econ 355,T2
32445,Spring,Math 356,T1
32445,Fall,Mgt 341,M1
32445,Fall,PhyEd 713F,M3
32445,Spring,PhyEd 714S,M4
32445,Fall,PhyEd 718F,T4
32445,Fall,PhyEd 717F,T3
32445,Winter,PhyEd 718W,T4
32445,Spring,PhyEd 718S,T4
34087,Spring,Biology 330,T1
34087,Spring,Biology 331,M1
34087,Fall,Chem 230,M2
34087,Fall,Law 220,M3
34087,Winter,MSS 251,M1
34087,Fall,Biology 215,T1
34087,Winter,Chem 200,T1
34087,Spring,English 211,M3
34087,Fall,EngrMech 220,M1
34087,Spring,PolSci 211,T3
34087,Winter,PhyEd 714W,M4
34087,Winter,PhyEd 713W,M3
34087,Spring,PhyEd 714S,M4
34087,Fall,PhyEd 718F,T4
34087,Winter,PhyEd 718W,T4
34087,Winter,PhyEd 717W,T3
34087,Spring,PhyEd 718S,T4
34088,Spring,English 211,M4
34088,Fall,Chem 200,T3
34088,Winter,CompSci 220,M1
34088,Winter,Cyber 350,T1
34088,Winter,ECE 281,M3
34088,Spring,ECE 332,M3
34088,Fall,CompSci 210,M3
34088,Fall,ECE 210,M2
34088,Fall,ECE 315,M1
34088,Spring,Japanese 221,T3
34088,Winter,Math 245,M2
34088,Spring,Physics 215,M1
32446,Spring,ECE 322,M1
32446,Spring,ECE 333,M3
32446,Spring,ECE 343,T2
32446,Winter,History 300,M2
32446,Fall,Math 356,M3
32446,Fall,AeroEngr 315,M2
32446,Winter,Biology 215,T1
32446,Fall,ECE 321,T3
32446,Winter,ECE 382,M3
32446,Fall,ECE 495,T2
32446,Fall,PhyEd 714F,M4
32446,Winter,PhyEd 714W,M4
32446,,PhyEd 713W,
32446,,PhyEd 718F,
32446,Winter,PhyEd 718W,T4
32446,Winter,PhyEd 717W,T3
32446,Spring,PhyEd 718S,T4
32446,Fall,ArmnShp 471F,M1
32446,Winter,ArmnShp 471W,M1
32446,Spring,ArmnShp 471S,T1
35141,Fall,BehSci 110,T2
35141,Winter,Chem 200,M1
35141,Winter,Math 142,M3
35141,Spring,Physics 110,M1
35141,Winter,Spanish 410,T3
35141,Fall,Chem 100,M1
35141,Spring,CompSci 110,M3
35141,Spring,History 100,T2
35141,Fall,Math 141,T1
35141,Winter,Spanish 365FR,T2
35141,Fall,PhyEd 714F,M4
35141,Fall,PhyEd 713F,M3
35141,Spring,PhyEd 714S,M4
35141,Fall,PhyEd 718F,T4
35141,Fall,PhyEd 717F,T3
35141,Winter,PhyEd 718W,T4
35141,Spring,PhyEd 718S,T4
32860,Winter,AstroEngr 310,M2
32860,Spring,Biology 215,M1
32860,Fall,Mgt 337,T1
32860,Winter,Mgt 342,M1
32860,Spring,Mgt 375,T1
32860,Fall,Philos 310,M2
32860,Fall,AeroEngr 315,M1
32860,Spring,ECE 315,T2
32860,Winter,Mgt 303,T2
32860,Winter,Mgt 341,T3
32860,Fall,Mgt 345,T2
32860,Fall,PhyEd 714F,M4
32860,Fall,PhyEd 713F,M3
32860,Winter,PhyEd 714W,M4
32860,Fall,PhyEd 718F,T4
32860,Fall,PhyEd 717F,T3
32860,Winter,PhyEd 718W,T4
32860,Spring,PhyEd 718S,T4
35327,Fall,Chem 100,M3
35327,Winter,English 111,T4
35327,Spring,French 430,T2
35327,Winter,Math 243,M4
35327,Spring,Physics 110,T3
35327,Winter,BehSci 110,M2
35327,Spring,CompSci 110,M2
35327,Fall,French 365,M2
35327,Winter,History 100,T1
35327,Fall,Math 152,T2
32447,Fall,Biology 215,M3
32447,Winter,Philos 345,M3
32447,Spring,Philos 370,T3
32447,Spring,Philos 392,M3
32447,Spring,Philos 402,T2
32447,Winter,AstroEngr 310,M2
32447,Fall,History 300,T3
32447,Winter,Math 300,M1
32447,Spring,Philos 311,M2
32447,Fall,Philos 391,T2
32447,Winter,Philos 401,T3
34089,Fall,English 211,T1
34089,Spring,Law 220,T1
34089,Winter,Math 300,T3
34089,Spring,MSS 298,T3
34089,Winter,Physics 215,M3
34089,Fall,Econ 201,T3
34089,Winter,EngrMech 220,M2
34089,Spring,MSS 251,M3
34089,Fall,Physics 110,M3
34089,Winter,PolSci 211,T2
34090,Spring,AstroEngr 310,M2
34090,Fall,Math 300,T1
34090,Winter,MSS 251,T3
34090,Spring,OpsRsch 310,T4
34090,Winter,Philos 310,T2
34090,Spring,Chem 200,M3
34090,Fall,EngrMech 220,M1
34090,Fall,History 339,T3
34090,Winter,Law 220,M2
34090,Fall,PolSci 211,M2
31966,Fall,AstroEngr 331,M3
31966,Winter,EngrMech 320,M3
31966,Spring,Math 356,M3
31966,Winter,SysEngr 301,T1
31966,Spring,SysEngr 320,T1
31966,Fall,SysEngr 336,T2
31966,Fall,AstroEngr 321,M2
31966,Spring,Law 220,T2
31966,Winter,OpsRsch 310,T4
31966,Fall,PolSci 211,T3
31966,Winter,Space 472,M1
31966,Spring,SysEngr 310,M1
34091,Spring,English 211,M2
34091,Winter,EngrMech 320,M4
34091,Spring,EngrMech 330,M3
34091,Fall,Law 220,T3
34091,Fall,MSS 251,T1
34091,Spring,Chem 200,T1
34091,Winter,Econ 201,T3
34091,Winter,EngrMech 220,M2
34091,Fall,Math 245,M2
34091,Winter,PolSci 211,T2
34092,Spring,Biology 215,T3
34092,Spring,CivEngr 330,T2
34092,Fall,French 322,M2
34092,Fall,History 300,M1
34092,Fall,Law 220,T1
34092,Spring,Math 245,M2
34092,Winter,English 211,T1
34092,Fall,EngrMech 220,T4
34092,Winter,French 131,T2
34092,Winter,Math 243,M3
34092,Winter,PolSci 211,M2
32155,Spring,AstroEngr 331,T1
32155,Winter,AstroEngr 351,M2
32155,Spring,Engr 342,T3
32155,Spring,Law 220,M1
32155,Fall,Math 356,M4
32155,Fall,AstroEngr 321,M2
32155,Fall,Engr 341,T1
32155,Winter,EngrMech 330,M1
32155,Winter,Math 346,T1
32155,Fall,PolSci 211,T4
34093,Winter,English 211,T4
34093,Fall,Econ 201,T3
34093,Fall,History 300,M3
34093,Spring,MSS 251,M1
34093,Winter,OpsRsch 310,T3
34093,Spring,EngrMech 220,T4
34093,Spring,Law 220,T2
34093,Winter,Physics 215,M1
34093,Fall,PolSci 211,T2
34093,Fall,SysEngr 310,M1
34093,Winter,PhyEd 714W,M4
34093,Winter,PhyEd 713W,M3
34093,Spring,PhyEd 714S,M4
34093,Fall,PhyEd 715F,T1
34093,Winter,PhyEd 715W,T1
34093,Winter,PhyEd 716W,T2
34093,Spring,PhyEd 715S,T1
34094,Spring,English 211,M2
34094,Winter,Econ 201,M1
34094,Fall,Law 221,M1
34094,Fall,MSS 251,M3
34094,Spring,Philos 370,T3
34094,Spring,Chem 200,T1
34094,Winter,EngrMech 220,T3
34094,Winter,Law 220,M3
34094,Fall,Philos 310,T2
34094,Spring,PolSci 211,T4
34094,Winter,Russian 221,T2
34393,Fall,BehSci 231,M2
34393,Spring,Chem 200,T3
34393,Fall,Law 220,T2
34393,Spring,PolSci 211,T2
34393,Winter,English 211,T3
34393,Spring,EngrMech 220,M1
34393,Winter,MSS 251,M1
34393,Fall,Physics 110,M3
35142,Fall,CompSci 110,T1
35142,Fall,English 111,M2
35142,Spring,Japanese 132,T3
35142,Winter,Math 142,T3
35142,Winter,Physics 110,T1
35142,Winter,BehSci 110,M1
35142,Spring,Chem 200,M1
35142,Winter,History 100,M2
35142,Fall,Japanese 131,M4
35142,Fall,Math 141,T3
35142,Fall,ReadStrat 103,T2
31967,Spring,AeroEngr 315,M2
31967,Fall,Mgt 337,M2
31967,Spring,Mgt 342,M3
31967,Winter,Mgt 361,T3
31967,Spring,Mgt 375,M4
31967,Winter,Biology 215,T1
31967,Fall,ECE 315,M1
31967,Fall,Mgt 303,T3
31967,Winter,Mgt 341,M2
31967,Fall,Mgt 345,T4
31967,Spring,OpsRsch 310,T2
35453,Spring,Chinese 132,T3
35453,Winter,CompSci 110,T2
35453,Winter,English 111,T1
35453,Spring,Law 220,M2
35453,Winter,Math 142,T4
35453,Fall,BehSci 110,M3
35453,Fall,Chem 100,M1
35453,Fall,Chinese 131,T4
35453,Winter,History 100,M2
35453,Fall,Math 141,T2
31968,Fall,AeroEngr 315,M2
31968,Spring,AstroEngr 310,T3
31968,Spring,Geo 340,M3
31968,Spring,Geo 482,T1
31968,Winter,PolSci 464,M1
31968,Fall,ECE 315,T3
31968,Fall,Geo 351,T2
31968,Winter,Geo 382,T2
31968,Winter,Meteor 320,M2
31968,Fall,PolSci 479,M3
31968,Fall,PhyEd 714F,M4
31968,Winter,PhyEd 714W,M4
31968,Winter,PhyEd 713W,M3
31968,Spring,PhyEd 714S,M4
31968,Winter,PhyEd 718W,T4
31968,Winter,PhyEd 717W,T3
31968,Spring,PhyEd 718S,T4
32862,Spring,Biology 215,M1
32862,Spring,EngrMech 340,M3
32862,Winter,OpsRsch 312,T3
32862,Winter,SysEngr 301,T2
32862,Fall,SysEngr 336,M3
32862,Fall,CompSci 211,T1
32862,Spring,EngrMech 330,T3
32862,Winter,Math 356,M2
32862,Winter,Philos 310,M3
32862,Fall,SysEngr 311,T4
32495,Fall,AstroEngr 310,M2
32495,Fall,ECE 315,T1
32495,Fall,Mgt 337,M3
32495,Winter,Mgt 342,T1
32495,Winter,Mgt 375,T4
32495,Spring,OpsRsch 310,M1
32495,Spring,AeroEngr 315,T1
32495,Spring,Math 300,M2
32495,Spring,Mgt 303,M4
32495,Winter,Mgt 341,M2
32495,Fall,Mgt 345,M4
32495,Winter,Philos 310,T3
32495,Fall,ArmnShp 473F,T3
32495,Winter,ArmnShp 473W,M3
32495,Spring,ArmnShp 473S,T3
34356,Spring,Biology 330,T1
34356,Spring,Chem 230,M2
34356,Winter,Econ 201,M3
34356,Fall,EngrMech 220,M3
34356,Winter,MSS 251,T1
34356,Winter,BehSci 110,T3
34356,Spring,Biology 215,M3
34356,Fall,English 211,M4
34356,Fall,Law 220,T3
34356,Fall,Physics 110,M1
34095,Fall,English 211,M2
34095,Fall,Law 220,T1
34095,Winter,Math 245,M3
34095,Spring,MSS 251,M1
34095,Winter,Physics 264,M2
34095,Winter,Physics 354,T2
34095,Spring,AstroEngr 310,T1
34095,Spring,EngrMech 220,T2
34095,Winter,History 100,T3
34095,Fall,Math 243,T2
34095,Fall,Physics 310,M1
34095,Spring,PolSci 211,M3
34095,Fall,PhyEd 714F,M4
34095,Fall,PhyEd 713F,M3
34095,Winter,PhyEd 714W,M4
34095,Spring,PhyEd 714S,M4
34095,Fall,PhyEd 718F,T4
34095,Fall,PhyEd 717F,T3
34095,Winter,PhyEd 718W,T4
32448,Winter,AstroEngr 310,M1
32448,Fall,Biology 215,T1
32448,Spring,Engr 495,T3
32448,Winter,MechEngr 325,T3
32448,Winter,MechEngr 341,M3
32448,Winter,MechEngr 468,T2
32448,Spring,AeroEngr 315,T2
32448,Spring,EngrMech 320,M1
32448,Fall,History 300,M1
32448,Spring,Math 356,T1
32448,Fall,MechEngr 312,M3
31969,Winter,AeroEngr 315,T3
31969,Winter,Geo 250,T1
31969,Spring,History 343,T3
31969,Winter,Japanese 322,M2
31969,Fall,Math 300,T4
31969,Fall,Philos 310,T2
31969,Spring,Biology 215,M1
31969,Spring,ECE 315,M4
31969,Winter,Geo 310,M3
