Cadet PID,Year,Squadron,Major,Sec Major,Sport Code,Sport Gender
30329,2019,16,GeoSci,No Major,SW,F
31335,2019,40,AeroEngr,No Major,FB,M
30803,2019,10,CivEngr,No Major,FB,M
31336,2019,1,BehSci,No Major,,
30805,2019,5,AstroEngr,No Major,,
30291,2019,31,Biology,No Major,,
31106,2019,40,Management,No Major,TR,M
30806,2019,1,GenStu-EO,No Major,,
30905,2019,27,Economics,No Major,,
30807,2019,4,LegalStu,No Major,,
30808,2019,24,Management,No Major,,
35885,2019,,No Major,No Major,,
30165,2019,10,BehSci,No Major,,
30158,2019,6,BehSci,No Major,,
30809,2019,27,Management,No Major,,
30339,2019,40,Economics,No Major,BA,M
30297,2019,18,BehSci,No Major,CL,F
30235,2019,29,Management,No Major,,
31337,2019,11,CompSci,No Major,WR,M
30185,2019,9,SysEngr,No Major,WR,M
30183,2019,3,Management,No Major,,
31038,2019,5,OpsRsch,No Major,,
30380,2019,21,Management,No Major,SO,M
31039,2019,37,Management,No Major,,
31107,2019,2,Biology,No Major,,
30154,2019,9,Biology,No Major,,
30811,2019,8,Management,No Major,,
31338,2019,24,CyberSci,No Major,,
30812,2019,35,LegalStu,No Major,,
30303,2019,36,Biology,No Major,GY,F
31339,2019,28,BachSci,No Major,CL,F
30494,2019,12,AeroEngr,No Major,,
31214,2019,11,SysEngr,No Major,,
31340,2019,22,PolSci,No Major,,
30652,2019,26,PolSci,No Major,,
30815,2019,32,GeoSci,No Major,,
30816,2019,39,English,No Major,VB,F
31215,2019,4,CivEngr,No Major,,
35895,2019,36,No Major,No Major,,
30495,2019,2,SysEngr,No Major,,
31159,2019,14,CivEngr,No Major,,
31341,2019,7,GeoSci,No Major,,
31342,2019,11,GeoSci,No Major,BB,F
30526,2019,31,Management,No Major,,
30818,2019,4,FAS-PolSci,No Major,,
31040,2019,24,Management,No Major,BA,M
30167,2019,3,Biology,No Major,,
30819,2019,13,FAS-MSS,No Major,,
31041,2019,1,SysEngr,No Major,,
30820,2019,5,GeoSci,No Major,,
31345,2019,30,Management,No Major,,
31346,2019,34,Management,No Major,FB,M
31042,2019,15,Management,No Major,,
29031,2019,23,BehSci,No Major,,
30276,2019,32,GeoSci,No Major,,
31160,2019,2,ElEngr,No Major,,
30822,2019,21,BioChem,No Major,,
30496,2019,8,Management,No Major,,
31347,2019,10,ElEngr,No Major,,
30312,2019,21,Biology,No Major,,
30186,2019,25,SysEngr,No Major,,
30940,2019,11,BehSci,No Major,,
30200,2019,19,AstroEngr,No Major,,
30823,2019,35,Management,No Major,,
30824,2019,9,Management,No Major,,
30825,2019,6,Economics,No Major,,
30497,2019,16,AstroEngr,No Major,,
30826,2019,12,MechEngr,No Major,,
30941,2019,13,Management,No Major,,
30829,2019,31,Management,No Major,,
30243,2019,8,MSS,No Major,,
31044,2019,37,AeroEngr,No Major,,
30498,2019,2,SysEngr,No Major,,
31349,2019,23,Management,No Major,SO,M
30499,2019,3,Management,No Major,LX,M
30942,2019,7,LegalStu,No Major,,
30711,2019,12,SysEngr,No Major,,
31045,2019,9,Management,No Major,,
30712,2019,9,CyberSci,No Major,,
30347,2019,25,Management,No Major,,
30713,2019,36,CompSci,No Major,,
31046,2019,14,PolSci,No Major,,
30146,2019,4,BehSci,No Major,WR,M
31247,2019,5,SysEngr,No Major,VB,F
30217,2019,4,English,No Major,,
30279,2019,20,LegalStu,No Major,TN,M
31047,2019,17,Biology,No Major,,
31352,2019,38,BehSci,No Major,,
30256,2019,10,SysEngr,No Major,,
30714,2019,40,Management,No Major,BB,F
30715,2019,7,SysEngr,No Major,,
30716,2019,14,LegalStu,No Major,,
30500,2019,22,Management,No Major,,
31048,2019,11,Management,No Major,FB,M
31108,2019,24,MechEngr,No Major,,
30717,2019,34,LegalStu,No Major,,
30758,2019,3,Management,No Major,,
30759,2019,17,Management,No Major,,
30760,2019,30,Management,No Major,,
30283,2019,14,Economics,No Major,BA,M
30209,2019,18,CivEngr,No Major,,
30943,2019,10,PolSci,No Major,,
30794,2019,27,SysEngr,No Major,,
30527,2019,34,Biology,No Major,,
30944,2019,10,Economics,No Major,,
31050,2019,15,English,No Major,,
30795,2019,25,LegalStu,No Major,,
30189,2019,32,CompSci,No Major,TR,M
30118,2019,37,MechEngr,No Major,,
30501,2019,35,English,LegalStu,,
28820,2019,17,GeoSci,No Major,,
30797,2019,6,BehSci,No Major,,
30225,2019,18,LegalStu,No Major,,
30262,2019,3,HistoryMil,No Major,,
35876,2019,9,No Major,No Major,,
30502,2019,16,CivEngr,No Major,,
30266,2019,37,BehSci,No Major,,
30504,2019,13,Management,No Major,LX,M
30162,2019,23,Biology,No Major,,
30989,2019,26,English,No Major,,
31199,2019,36,BehSci,No Major,,
30798,2019,33,Economics,No Major,,
30799,2019,39,GenStu-SSO,No Major,,
31248,2019,11,Management,No Major,TR,M
30156,2019,17,SysEngr,No Major,,
30945,2019,21,OpsRsch,No Major,,
30800,2019,27,LegalStu,No Major,,
28982,2019,8,GeoSci,FAS-Geo,,
30764,2019,18,LegalStu,No Major,,
35900,2019,40,No Major,No Major,,
31110,2019,26,CompSci,No Major,,
30765,2019,18,Economics,No Major,,
31161,2019,7,GeoSci,No Major,,
30946,2019,34,Management,No Major,BA,M
30113,2019,15,Management,No Major,TR,M
30127,2019,27,Biology,No Major,FB,M
30528,2019,17,BehSci,No Major,GY,F
30990,2019,37,SysEngr,No Major,,
30947,2019,25,Economics,No Major,TN,M
30991,2019,28,BehSci,No Major,,
31358,2019,40,MSS,No Major,,
30767,2019,21,HistoryMil,No Major,,
31359,2019,27,Management,No Major,SO,F
30159,2019,19,GeoSci,No Major,,
30149,2019,6,LegalStu,No Major,TR,M
30212,2019,38,MSS,No Major,,
30505,2019,7,Economics,No Major,,
30770,2019,16,PolSci,No Major,TR,M
30370,2019,9,Economics,No Major,VB,F
30771,2019,31,Economics,No Major,,
31361,2019,29,Management,No Major,,
31363,2019,16,SysEngr,No Major,,
30244,2019,30,AeroEngr,No Major,,
30382,2019,15,BehSci,No Major,SO,F
30168,2019,26,MSS,No Major,,
30948,2019,37,ElEngr,No Major,,
30772,2019,8,BehSci,No Major,,
30992,2019,26,BioChem,No Major,TR,M
30773,2019,12,LegalStu,No Major,,
30774,2019,27,Economics,No Major,,
28699,2019,9,FAS-MSS,No Major,,
31249,2019,36,Management,No Major,LX,M
30776,2019,11,CivEngr,No Major,,
30949,2019,31,PolSci,No Major,BB,F
30506,2019,18,Economics,No Major,,
30993,2019,35,SysEngr,No Major,,
29140,2019,32,Management,No Major,,
30507,2019,26,SysEngr,No Major,,
30529,2019,28,Meteor,No Major,,
30777,2019,36,LegalStu,No Major,FB,M
30202,2019,34,LegalStu,No Major,,
31111,2019,38,LegalStu,No Major,FN,F
31163,2019,15,ElEngr,No Major,,
31365,2019,2,Management,No Major,,
31112,2019,20,CivEngr,No Major,,
35883,2019,16,No Major,No Major,,
30372,2019,19,BehSci,No Major,,
35897,2019,37,No Major,No Major,,
35889,2019,29,No Major,No Major,,
30509,2019,1,Management,No Major,,
31367,2019,17,BehSci,No Major,TN,M
30313,2019,34,AstroEngr,No Major,,
35896,2019,36,No Major,No Major,,
30510,2019,4,MSS,No Major,,
31368,2019,17,Economics,No Major,BA,M
30133,2019,10,AstroEngr,No Major,,
30511,2019,14,CompSci,No Major,,
31113,2019,6,AstroEngr,No Major,,
31501,2019,30,Physics,No Major,,
30780,2019,20,OpsRsch,No Major,,
30781,2019,16,MechEngr,No Major,,
30782,2019,1,PolSci,No Major,,
30783,2019,15,AeroEngr,No Major,,
30784,2019,28,CompEngr,No Major,,
30785,2019,20,PolSci,No Major,,
30786,2019,40,Management,No Major,,
30950,2019,24,Philosophy,No Major,,
30787,2019,40,BehSci,No Major,TR,F
31250,2019,27,Management,No Major,IH,M
30994,2019,11,Management,No Major,,
30210,2019,4,Management,No Major,,
31370,2019,38,SysEngr,No Major,,
31372,2019,27,MSS,No Major,,
30789,2019,39,SysEngr,No Major,,
30952,2019,2,AstroEngr,No Major,,
30368,2019,19,English,No Major,FN,F
30122,2019,37,Management,No Major,,
31375,2019,21,Management,No Major,,
30229,2019,29,Biology,No Major,,
31251,2019,18,CivEngr,No Major,SO,M
30995,2019,18,AstroEngr,No Major,,
31252,2019,8,Management,No Major,TR,M
30793,2019,22,BehSci,No Major,WP,M
30512,2019,24,AstroEngr,No Major,,
30845,2019,32,BehSci,No Major,,
30846,2019,3,AeroEngr,No Major,,
30847,2019,28,BehSci,No Major,,
30513,2019,28,Management,No Major,WP,M
30169,2019,31,Economics,No Major,,
31377,2019,3,Management,No Major,FB,M
31378,2019,13,CivEngr,No Major,FB,M
30848,2019,33,LegalStu,No Major,,
30849,2019,23,AeroEngr,No Major,,
30996,2019,10,AstroEngr,No Major,TR,F
30850,2019,1,Management,No Major,,
30851,2019,29,SysEngr,No Major,,
30852,2019,23,Biology,No Major,,
30853,2019,6,CivEngr,No Major,,
31115,2019,13,AeroEngr,No Major,,
31379,2019,33,Management,No Major,FB,M
31116,2019,38,FAS-Geo,No Major,,
31380,2019,9,Management,No Major,,
30143,2019,23,Management,No Major,,
30854,2019,7,Economics,No Major,,
30855,2019,30,LegalStu,No Major,,
30174,2019,34,CompSci,No Major,,
31503,2019,4,Economics,No Major,,
30856,2019,5,SysEngr,No Major,,
31490,2019,20,BehSci,No Major,CL,F
30514,2019,37,Economics,No Major,,
30955,2019,14,Management,No Major,,
30858,2019,33,OpsRsch,No Major,,
30531,2019,24,HistoryMil,No Major,,
30351,2019,18,CyberSci,No Major,,
31382,2019,18,BehSci,No Major,,
30997,2019,28,SysEngr,No Major,,
31201,2019,34,SysEngr,No Major,,
30261,2019,37,History,No Major,,
30859,2019,32,CivEngr,No Major,,
31384,2019,11,Management,No Major,,
30271,2019,19,BehSci,No Major,,
30860,2019,8,Management,No Major,SW,F
31385,2019,9,BehSci,No Major,,
30532,2019,5,Management,No Major,,
30862,2019,14,Management,No Major,,
30930,2019,38,Economics,No Major,FN,M
30336,2019,23,AstroEngr,No Major,,
31254,2019,34,Biology,No Major,FB,M
30270,2019,40,FAS-Hist,No Major,,
30129,2019,24,Biology,No Major,,
30864,2019,1,OpsRsch,No Major,,
30865,2019,22,CyberSci,MathApp,,
31023,2019,37,CompSci,No Major,,
31166,2019,15,Biology,No Major,,
30866,2019,15,CyberSci,No Major,,
30515,2019,25,BehSci,No Major,TR,M
30931,2019,35,BehSci,No Major,,
30358,2019,9,Management,No Major,GO,M
30932,2019,33,English,No Major,,
30114,2019,19,Management,No Major,LX,M
31386,2019,19,Economics,No Major,,
30323,2019,30,BehSci,No Major,,
30868,2019,29,SysEngr,No Major,GY,M
30869,2019,8,AeroEngr,No Major,,
30870,2019,34,Economics,No Major,,
31025,2019,31,PolSci,No Major,,
31117,2019,11,Biology,No Major,,
30176,2019,20,CivEngr,No Major,TR,M
30871,2019,21,Biology,No Major,,
31118,2019,8,MechEngr,No Major,,
31256,2019,19,Biology,No Major,,
30874,2019,15,SysEngr,No Major,,
30875,2019,40,MechEngr,No Major,,
30281,2019,31,English,No Major,,
31388,2019,29,FAS-Geo,No Major,,
30876,2019,30,BehSci,No Major,,
30516,2019,10,BehSci,No Major,,
30157,2019,2,BehSci,No Major,TR,F
30119,2019,25,AstroEngr,No Major,,
31119,2019,23,Management,No Major,,
30878,2019,6,Management,No Major,,
30302,2019,28,CyberSci,No Major,,
28857,2019,34,Math,No Major,,
30381,2019,12,Biology,No Major,,
31465,2019,22,BehSci,No Major,,
30316,2019,35,Math,Humanities,,
30226,2019,16,AeroEngr,No Major,BX,M
31466,2019,30,Economics,No Major,WR,M
31027,2019,25,SysEngr,No Major,,
31468,2019,40,Management,No Major,GY,M
30830,2019,31,LegalStu,No Major,,
30518,2019,12,Management,No Major,,
30177,2019,2,CyberSci,No Major,,
30831,2019,10,CompSci,No Major,,
30519,2019,38,Economics,No Major,,
31470,2019,9,SysEngr,No Major,,
31120,2019,32,BehSci,No Major,CL,F
30221,2019,35,Management,No Major,,
31167,2019,6,Management,No Major,,
30833,2019,3,SysEngr,No Major,,
30298,2019,25,GenStu-EO,No Major,,
30834,2019,15,Biology,No Major,,
31028,2019,13,Biology,No Major,,
30521,2019,6,HistoryMil,No Major,,
31471,2019,4,History,No Major,,
30835,2019,36,HistoryInt,No Major,,
31472,2019,26,Biology,No Major,,
30836,2019,25,Management,No Major,,
31029,2019,29,CyberSci,No Major,,
31030,2019,25,Management,No Major,FB,M
30935,2019,31,CompSci,No Major,,
31473,2019,22,Management,No Major,TR,M
30533,2019,36,BehSci,No Major,,
30838,2019,23,English,No Major,,
30170,2019,1,GeoSci,No Major,VB,F
30839,2019,1,LegalStu,No Major,TR,M
30428,2019,39,PolSci,No Major,,
30840,2019,10,MechEngr,No Major,,
30138,2019,7,HistoryMil,No Major,,
31475,2019,29,SysEngr,No Major,FB,M
30362,2019,35,Management,No Major,,
31477,2019,20,CyberSci,No Major,,
27660,2019,7,FAS-PolSci,No Major,FB,M
31504,2019,38,CyberSci,No Major,,
30429,2019,33,LegalStu,No Major,RI,F
35884,2019,16,No Major,No Major,,
30430,2019,26,PolSci,No Major,,
31031,2019,7,Management,No Major,,
30937,2019,20,LegalStu,No Major,,
30431,2019,33,CompEngr,No Major,,
31258,2019,1,Management,No Major,LX,M
31168,2019,14,PolSci,No Major,,
31121,2019,17,OpsRsch,No Major,,
31478,2019,30,Management,No Major,,
30752,2019,40,AeroEngr,No Major,,
30236,2019,27,English,No Major,,
30938,2019,10,PolSci,No Major,,
30213,2019,1,Management,No Major,,
31479,2019,2,English,No Major,BB,F
30753,2019,38,MatChem,No Major,,
30306,2019,22,English,No Major,CL,M
30432,2019,40,Management,No Major,,
30433,2019,17,Management,No Major,FB,M
30196,2019,33,LegalStu,No Major,,
30201,2019,11,Biology,No Major,BA,M
30939,2019,21,Management,No Major,TR,M
31202,2019,6,GeoSci,No Major,,
30755,2019,30,Biology,No Major,,
31480,2019,37,Management,No Major,LX,M
30172,2019,22,CivEngr,No Major,FB,M
31122,2019,32,Management,No Major,FB,M
35893,2019,35,No Major,No Major,,
35898,2019,37,No Major,No Major,,
31032,2019,12,CompSci,No Major,,
30757,2019,7,Management,No Major,,
31170,2019,17,AeroEngr,MathApp,,
30367,2019,31,ElEngr,No Major,,
30132,2019,15,GeoSci,No Major,,
30435,2019,5,Management,No Major,,
31033,2019,37,BioChem,No Major,,
31123,2019,8,ElEngr,No Major,,
30389,2019,38,BehSci,No Major,,
31513,2019,16,AeroEngr,No Major,TR,M
30841,2019,24,Management,No Major,,
30842,2019,19,LegalStu,No Major,,
30843,2019,39,AstroEngr,No Major,,
31034,2019,37,CivEngr,No Major,,
30844,2019,7,Biology,No Major,,
31124,2019,3,SysEngr,No Major,,
33124,2021,20,No Major,No Major,,
33129,2021,21,BioChem,No Major,,
31698,2020,6,BehSci,No Major,FN,M
31699,2020,20,LegalStu,No Major,,
35771,2020,7,No Major,No Major,,
33156,2021,23,Physics,Math,,
34562,2022,6,No Major,No Major,,
32720,2020,20,BehSci,No Major,,
35814,2020,14,No Major,No Major,,
34181,2021,25,OpsRsch,No Major,,
34582,2022,37,No Major,No Major,,
35627,2022,35,No Major,No Major,FB,M
34596,2022,16,No Major,No Major,,
34599,2022,8,No Major,No Major,,
35632,2022,25,No Major,No Major,,
33147,2021,25,No Major,No Major,FB,M
35781,2020,13,No Major,No Major,,
34526,2022,15,No Major,No Major,FB,M
35636,2022,30,No Major,No Major,,
35638,2022,36,No Major,No Major,CL,M
34236,2021,31,English,No Major,,
35341,2022,31,No Major,No Major,,
34541,2022,3,No Major,No Major,,
32021,2020,36,AstroEngr,No Major,,
33333,2021,4,FAS-Hist,No Major,,
32027,2020,6,Biology,No Major,,
35498,2022,37,No Major,No Major,FB,M
34741,2022,23,FAS-PolSci,PolSci,,
35852,2020,35,No Major,No Major,,
34248,2021,32,No Major,No Major,CL,M
34249,2021,37,No Major,No Major,LX,M
34751,2022,8,No Major,No Major,,
35335,2022,8,No Major,No Major,,
34759,2022,18,No Major,No Major,,
34600,2022,38,No Major,No Major,,
34605,2022,22,No Major,No Major,WP,M
33270,2021,38,Management,No Major,FB,M
32896,2020,34,Management,No Major,FB,M
35732,2022,38,No Major,No Major,FB,M
34713,2022,33,No Major,No Major,BA,M
31761,2020,20,Management,No Major,,
35791,2020,40,No Major,No Major,,
32513,2020,26,Economics,No Major,,
35774,2020,18,No Major,No Major,,
34412,2021,16,No Major,No Major,,
31769,2020,36,SysEngr,No Major,,
35336,2022,20,No Major,No Major,,
35517,2022,40,No Major,No Major,FB,M
34043,2021,19,Economics,No Major,,
33445,2021,25,No Major,No Major,FB,M
35813,2020,31,No Major,No Major,,
35773,2020,31,No Major,No Major,,
32912,2020,16,Management,No Major,FB,M
34413,2021,5,No Major,No Major,,
34159,2021,39,No Major,No Major,FB,M
34654,2022,25,No Major,No Major,,
35526,2022,15,No Major,No Major,,
32916,2020,32,Biology,No Major,SW,F
35527,2022,13,No Major,No Major,FB,M
35783,2020,7,No Major,No Major,,
34414,2021,8,No Major,No Major,TR,M
34670,2022,32,No Major,No Major,FB,M
34672,2022,32,No Major,No Major,TR,M
34676,2022,5,No Major,No Major,,
33379,2021,13,FAS-MSS,No Major,,
35792,2020,30,No Major,No Major,,
34681,2022,23,No Major,No Major,WP,M
34272,2021,20,Management,No Major,,
34695,2022,38,No Major,No Major,,
33391,2021,26,FAS-PolSci,No Major,,
33403,2021,38,CompSci,CyberSci,,
33411,2021,35,Biology,No Major,TR,M
34277,2021,11,No Major,No Major,,
34857,2022,39,No Major,No Major,,
35812,2020,9,No Major,No Major,,
35547,2022,6,No Major,No Major,FB,M
34889,2022,24,No Major,No Major,,
33601,2021,31,No Major,No Major,FB,M
35831,2020,34,No Major,No Major,,
32774,2020,26,Management,No Major,,
32776,2020,10,Management,No Major,BB,F
33475,2021,36,No Major,No Major,WP,M
35256,2022,3,No Major,No Major,WP,M
34286,2021,15,No Major,No Major,BB,F
33487,2022,27,No Major,No Major,,
33491,2021,15,Biology,No Major,,
34293,2021,6,No Major,No Major,,
34789,2022,34,No Major,No Major,IH,M
33514,2021,20,OpsRsch,No Major,,
34796,2022,15,No Major,No Major,LX,M
35778,2020,32,No Major,No Major,,
33535,2021,17,FAS-PolSci,No Major,,
34816,2022,28,No Major,No Major,,
34817,2022,30,No Major,No Major,,
34822,2022,7,No Major,No Major,,
33710,2021,15,No Major,No Major,,
35027,2022,27,BioChem,No Major,,
33716,2021,35,Biology,No Major,,
34306,2021,6,No Major,No Major,TR,M
34309,2021,24,No Major,No Major,FB,M
33723,2021,2,No Major,No Major,,
31953,2020,15,BehSci,No Major,,
33728,2021,30,No Major,No Major,,
35387,2022,33,No Major,No Major,,
35811,2020,15,No Major,No Major,,
35044,2022,17,No Major,No Major,,
35046,2022,38,No Major,No Major,,
32584,2020,26,CompSci,No Major,,
35053,2022,18,No Major,No Major,,
35832,2020,23,No Major,No Major,,
35057,2022,37,No Major,No Major,LX,M
35772,2020,34,No Major,No Major,,
33649,2021,25,No Major,No Major,,
34912,2022,31,No Major,No Major,,
34320,2021,7,No Major,No Major,,
33671,2021,2,Management,No Major,,
32247,2020,6,CompSci,No Major,,
33683,2021,33,SysEngr,No Major,,
35851,2020,29,No Major,No Major,,
35405,2022,6,No Major,No Major,,
35563,2022,24,No Major,No Major,CC,F
34327,2021,38,No Major,No Major,,
34335,2021,7,FAS-PolSci,No Major,TR,F
33855,2021,4,Philosophy,No Major,TR,M
35777,2020,11,No Major,No Major,,
32258,2020,18,PolSci,No Major,,
35649,2022,2,No Major,No Major,FB,M
35651,2022,6,No Major,No Major,,
35653,2022,29,No Major,No Major,FB,M
33867,2021,5,MSS,No Major,,
34946,2022,16,No Major,No Major,,
34346,2021,1,Management,No Major,SO,M
35775,2020,36,No Major,No Major,,
35793,2020,24,No Major,No Major,,
35779,2020,35,No Major,No Major,,
35742,2022,4,No Major,No Major,FB,M
33781,2021,26,MechEngr,No Major,,
33784,2021,11,No Major,No Major,LX,M
34980,2022,28,No Major,No Major,,
34996,2022,17,No Major,No Major,,
33808,2021,28,No Major,No Major,,
35007,2022,10,No Major,No Major,,
31856,2020,20,LegalStu,No Major,,
34373,2021,12,HistoryMil,No Major,,
35674,2022,26,No Major,No Major,FB,M
35680,2022,10,No Major,No Major,,
33972,2021,21,MSS,No Major,,
32833,2020,2,English,No Major,FB,M
33976,2021,22,No Major,No Major,,
35782,2020,10,No Major,No Major,,
35179,2022,22,No Major,No Major,TN,M
35683,2022,17,No Major,No Major,,
35182,2022,6,No Major,No Major,FN,F
35184,2022,14,No Major,No Major,,
35188,2022,33,No Major,No Major,LX,M
32839,2020,28,Management,No Major,TR,M
34418,2021,15,No Major,No Major,FB,M
33878,2021,3,No Major,No Major,,
33880,2021,26,No Major,No Major,,
35071,2022,31,No Major,No Major,,
35687,2022,23,No Major,No Major,,
33884,2021,34,No Major,No Major,IH,M
33886,2021,18,No Major,No Major,,
35077,2022,37,No Major,No Major,,
33907,2021,20,No Major,No Major,,
35473,2022,18,No Major,No Major,FB,M
32276,2020,14,Management,No Major,,
33925,2021,32,Biology,No Major,,
33928,2021,36,No Major,No Major,IH,M
35448,2022,2,No Major,No Major,,
33932,2021,12,CompSci,No Major,,
35108,2022,21,No Major,No Major,,
33938,2021,22,No Major,No Major,,
33950,2021,22,Management,No Major,SO,M
33021,2020,17,Management,No Major,,
35699,2022,25,No Major,No Major,WP,M
35776,2020,12,No Major,No Major,,
32857,2020,17,Management,No Major,,
35784,2020,24,No Major,No Major,,
